Nama,Brand,Tipe_Produk,SKU_Induk,SKU_Varian,Kapasitas,Warna,Varian,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk,Kategori
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,8100249548,8/256 GB,Blue,"8/256 GB,Blue",4199000,4199000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,8100249546,8/256 GB,Black,"8/256 GB,Black",4199000,4199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,8100249550,12/512 GB,Purple,"12/512 GB,Purple",4199000,4199000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,8100249549,12/512 GB,Black,"12/512 GB,Black",4199000,4199000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,8100249551,12/512 GB,Blue,"12/512 GB,Blue",4199000,4199000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,8100258860,8/128 GB,Tapestry,"8/128 GB,Tapestry",2099000,2099000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,8100258862,8/128 GB,Tendril,"8/128 GB,Tendril",2099000,2099000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,8100258859,4/128 GB,Tendril,"4/128 GB,Tendril",2099000,2099000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,8100258857,4/128 GB,Tapestry,"4/128 GB,Tapestry",2099000,2099000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,8100258861,8/128 GB,Laurel Oak,"8/128 GB,Laurel Oak",2099000,2099000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,8100258858,4/128 GB,Laurel Oak,"4/128 GB,Laurel Oak",2099000,2099000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Nova 14 Pro,Huawei,Smartphones,HUA-N14P-ER-CON,8100246672,12/512 GB,Blue ,"12/512 GB,Blue ",8499000,8499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_nova_14_pro_blue_01.webp,https://eraspace.com/erafone/huawei-nova-14-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Nova 14 Pro,Huawei,Smartphones,HUA-N14P-ER-CON,8100246670,12/512 GB,Black,"12/512 GB,Black",8499000,8499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_nova_14_pro_blue_01.webp,https://eraspace.com/erafone/huawei-nova-14-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033900,64 GB,Blue,"64 GB,Blue",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033903,128 GB,Silver,"128 GB,Silver",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033904,128 GB,Blue,"128 GB,Blue",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033899,64 GB,Silver,"64 GB,Silver",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033901,64 GB,Gold,"64 GB,Gold",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033902,128 GB,Black,"128 GB,Black",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033905,128 GB,Gold,"128 GB,Gold",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10,Infinix,Smartphones,INF-S10-ER-CON,8100033898,64 GB,Black,"64 GB,Black",1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme Note 70,realme,Smartphones,REA-N70-ER-CON,8100222223,4/64 GB,Obsidian Black,"4/64 GB,Obsidian Black",1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_70_gold_1_1.jpg,https://eraspace.com/erafone/realme-note-70,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme Note 70,realme,Smartphones,REA-N70-ER-CON,8100222226,4/128 GB,Beach Gold,"4/128 GB,Beach Gold",1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_70_gold_1_1.jpg,https://eraspace.com/erafone/realme-note-70,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme Note 70,realme,Smartphones,REA-N70-ER-CON,8100222225,4/128 GB,Obsidian Black,"4/128 GB,Obsidian Black",1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_70_gold_1_1.jpg,https://eraspace.com/erafone/realme-note-70,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme Note 70,realme,Smartphones,REA-N70-ER-CON,8100222224,4/64 GB,Beach Gold,"4/64 GB,Beach Gold",1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_70_gold_1_1.jpg,https://eraspace.com/erafone/realme-note-70,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60 Pro,Infinix,Smartphones,INF-H60P-ER-CON,8100145994,8/256 GB,Green,"8/256 GB,Green",3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60 Pro,Infinix,Smartphones,INF-H60P-ER-CON,8100145997,8/256 GB,Red,"8/256 GB,Red",3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60 Pro,Infinix,Smartphones,INF-H60P-ER-CON,8100145995,8/256 GB,Orange,"8/256 GB,Orange",3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60 Pro,Infinix,Smartphones,INF-H60P-ER-CON,8100145992,8/256 GB,Black,"8/256 GB,Black",3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60 Pro,Infinix,Smartphones,INF-H60P-ER-CON,8100145993,8/256 GB,Silver,"8/256 GB,Silver",3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60 Pro,Infinix,Smartphones,INF-H60P-ER-CON,8100145996,8/256 GB,Blue  ,"8/256 GB,Blue  ",3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 FE,Samsung,Tablets,SAM-GT10FE-ER-CON,8100046095,,Gray,"Wi-Fi,Gray",9999000,9999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s10_fe_wi-fi_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 FE,Samsung,Tablets,SAM-GT10FE-ER-CON,8100046093,,Gray,"Wi-Fi + Cellular,Gray",9999000,9999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s10_fe_wi-fi_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 FE,Samsung,Tablets,SAM-GT10FE-ER-CON,8100046094,,Light Blue,"Wi-Fi + Cellular,Light Blue",9999000,9999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s10_fe_wi-fi_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y19s Pro,vivo,Smartphones,VIV-Y19S-ER-CON,8100033834,4/128 GB,Black,"4/128 GB,Black",1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y19s_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-y19s-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y19s Pro,vivo,Smartphones,VIV-Y19S-ER-CON,8100033837,6/128 GB,Silver,"6/128 GB,Silver",1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y19s_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-y19s-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y19s Pro,vivo,Smartphones,VIV-Y19S-ER-CON,8100033835,4/128 GB,Silver,"4/128 GB,Silver",1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y19s_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-y19s-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y19s Pro,vivo,Smartphones,VIV-Y19S-ER-CON,8100033833,4/64 GB,Silver,"4/64 GB,Silver",1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y19s_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-y19s-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y19s Pro,vivo,Smartphones,VIV-Y19S-ER-CON,8100033836,6/128 GB,Black,"6/128 GB,Black",1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y19s_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-y19s-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y19s Pro,vivo,Smartphones,VIV-Y19S-ER-CON,8100033832,4/64 GB,Black,"4/64 GB,Black",1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y19s_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-y19s-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10 Plus,Infinix,Smartphones,INF-S10P-ER-CON,8100033908,,Blue,Blue,1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_plus_black_01.jpg,https://eraspace.com/erafone/infinix-smart-10-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10 Plus,Infinix,Smartphones,INF-S10P-ER-CON,8100033906,,Black,Black,1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_plus_black_01.jpg,https://eraspace.com/erafone/infinix-smart-10-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10 Plus,Infinix,Smartphones,INF-S10P-ER-CON,8100033907,,Silver,Silver,1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_plus_black_01.jpg,https://eraspace.com/erafone/infinix-smart-10-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Smart 10 Plus,Infinix,Smartphones,INF-S10P-ER-CON,8100033909,,Red,Red,1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_plus_black_01.jpg,https://eraspace.com/erafone/infinix-smart-10-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 FE+,Samsung,Tablets,SAM-GT10FEP-ER-CON,8100046091,,Light Blue,"Wi-Fi + Cellular,Light Blue",14499000,14499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s10_fe_plus_wi-fi_silver_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-fe-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 FE+,Samsung,Tablets,SAM-GT10FEP-ER-CON,8100046092,,Silver,"Wi-Fi,Silver",14499000,14499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s10_fe_plus_wi-fi_silver_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-fe-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 FE+,Samsung,Tablets,SAM-GT10FEP-ER-CON,8100046090,,Gray,"Wi-Fi + Cellular,Gray",14499000,14499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s10_fe_plus_wi-fi_silver_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-fe-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60i,Infinix,Smartphones,INF-H60I-ER-CON,8100145999,,Silver,Silver,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60i,Infinix,Smartphones,INF-H60I-ER-CON,8100145998,,Black,Black,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60i,Infinix,Smartphones,INF-H60I-ER-CON,8100146001,,Purple,Purple,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60i,Infinix,Smartphones,INF-H60I-ER-CON,8100146002,,Blue,Blue,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60i,Infinix,Smartphones,INF-H60I-ER-CON,8100146003,,Red,Red,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Hot 60i,Infinix,Smartphones,INF-H60I-ER-CON,8100146000,,Green,Green,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y04s,vivo,Smartphones,VIV-Y04S-ER-CON,8100146113,4/64 GB,Green,"4/64 GB,Green",1549000,1549000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y04s_green_1.jpg,https://eraspace.com/erafone/vivo-y04s,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y04s,vivo,Smartphones,VIV-Y04S-ER-CON,8100146114,4/64 GB,Violet,"4/64 GB,Violet",1549000,1549000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y04s_green_1.jpg,https://eraspace.com/erafone/vivo-y04s,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100072800,8/128 GB,White,"8/128 GB,White",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100136343,8/256 GB,Green,"8/256 GB,Green",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100136340,8/128 GB,Black,"8/128 GB,Black",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100222631,8/256 GB,Sandy,"8/256 GB,Sandy",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100136342,8/256 GB,Black,"8/256 GB,Black",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100072801,8/256 GB,White,"8/256 GB,White",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100136341,8/128 GB,Green,"8/128 GB,Green",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 40,Tecno,Smartphones,TEC-CAM-40-ER-CON,8100222630,8/128 GB,Sandy,"8/128 GB,Sandy",2699000,2699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_40_black_01_1.jpg,https://eraspace.com/erafone/tecno-camon-40,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR X9C,Honor,Smartphones,HON-X9C-ER-CON,8100089436,,Jade Cyan,Jade Cyan,4599000,4599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x9c_purple_1.jpg,https://eraspace.com/erafone/honor-x9c,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR X9C,Honor,Smartphones,HON-X9C-ER-CON,8100089435,,Purple,Purple,4599000,4599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x9c_purple_1.jpg,https://eraspace.com/erafone/honor-x9c,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno14,OPPO,Smartphones,OP-R14-ER-CON,8100146066,8/256 GB,Opal White,"8/256 GB,Opal White",7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_5g_green_01_2.jpg,https://eraspace.com/erafone/oppo-reno14,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno14,OPPO,Smartphones,OP-R14-ER-CON,8100146098,12/256 GB,Opal White,"12/256 GB,Opal White",7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_5g_green_01_2.jpg,https://eraspace.com/erafone/oppo-reno14,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno14,OPPO,Smartphones,OP-R14-ER-CON,8100146097,12/256 GB,Luminous Green,"12/256 GB,Luminous Green",7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_5g_green_01_2.jpg,https://eraspace.com/erafone/oppo-reno14,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno14,OPPO,Smartphones,OP-R14-ER-CON,8100146065,8/256 GB,Luminous Green,"8/256 GB,Luminous Green",7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_5g_green_01_2.jpg,https://eraspace.com/erafone/oppo-reno14,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105279,512 GB,Navy,"512 GB,Navy",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105280,512 GB,Icyblue,"512 GB,Icyblue",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105282,512 GB,Silver Shadow ,"512 GB,Silver Shadow ",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105276,256 GB,Icyblue,"256 GB,Icyblue",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105277,256 GB,Mint,"256 GB,Mint",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105278,256 GB,Silver Shadow ,"256 GB,Silver Shadow ",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25+,Samsung,Smartphones,SAM-GS25P-ER-CON,8100105281,512 GB,Mint,"512 GB,Mint",16499000,13999000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_plus_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25-plus,Semua Device (HP+Tablet+Laptop+Mac) [*]
