Nama,Brand,Tipe_Produk,SKU,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk
realme 12 Pro+ 5G 12/512GB - Navigator Beige,realme,Smartphones,8100140199,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_pro_plus_5g_navigator_beige_1_1.jpg,https://eraspace.com/erafone/realme-12-pro-plus-5g-12-512gb-navigator-beige
realme Note 50 4/128GB - Sky Blue,realme,Smartphones,8100139921,1549000,1549000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_50_sky_blue_1_1.jpg,https://eraspace.com/erafone/realme-note-50-4-128gb-sky-blue
Infinix Hot 40 Pro 8/256GB - Starlit Black,Infinix,Smartphones,8100139974,1999000,1999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starlit_black_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-starlit-black
Sharp AQUOS sense8 8/256GB - Cobalt Black,Sharp,Smartphones,8100138781,5999000,5999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_sense8_black_1.jpg,https://eraspace.com/erafone/sharp-aquos-sense8-8-256gb-cobalt-black
Infinix Hot 40i 8/256GB - Palm Blue,Infinix,Smartphones,8100139972,1699000,1699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_palm_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-palm-blue
Tecno Phantom V Flip 8/256GB -  Iconic Black,Tecno,Smartphones,8100127930,5499000,4499000,18%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_phantom_v_flip_iconic_black_1.jpg,https://eraspace.com/erafone/tecno-phantom-v-flip-8-256gb-iconic-black
Sharp AQUOS R8s 8/256GB - Blue,Sharp,Smartphones,8100134990,12999000,12999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_r8s_blue_1.jpg,https://eraspace.com/erafone/sharp-aquos-r8s-8-256gb-blue
Samsung Galaxy Tab A9+ 5G 8/128GB - Navy,Samsung,Tablets,8100127763,4499000,3499000,22%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_a9_plus_5g_navy_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-a9-plus-5g-8-128gb-navy
OPPO Find N3 Flip 12/256GB - Misty Pink,OPPO,Smartphones,8100125494,14499000,10599000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_n3_flip_misty_pink1.jpg,https://eraspace.com/erafone/oppo-find-n3-flip-12-256gb-misty-pink
OPPO Find N3 Flip 12/256GB - Sleek Black,OPPO,Smartphones,8100125492,14499000,10599000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_n3_flip_sleek_black1.jpg,https://eraspace.com/erafone/oppo-find-n3-flip-12-256gb-sleek-black
Xiaomi 13T 12/256GB - Alpine Blue,Xiaomi,Smartphones,8100122711,6499000,3999000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_13t_alpine_blue_1.jpg,https://eraspace.com/erafone/xiaomi-13t-12-256gb-alpine-blue
Xiaomi Redmi Note 12 8/256GB - Sunrise Gold,Xiaomi,Smartphones,8100122006,2699000,1399000,48%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_sunrise_gold1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-8-256gb-sunrise-gold
Tecno Camon 20 Pro 5G 8/256GB - Dark Welkin,Tecno,Smartphones,8100116836,3099000,2599000,16%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_20_pro_5g_d-welkin_1.jpg,https://eraspace.com/erafone/tecno-camon-20-pro-5g-8-256gb-dark-welkin
Sharp AQUOS V7 Plus 4/128GB - Blue,Sharp,Smartphones,8100114564,2499000,2499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_v7_plus_blue_1_1.jpg,https://eraspace.com/erafone/sharp-aquos-v7-plus-4-128gb-blue
Xiaomi Mi Pad 6 8/256GB - Graphite Gray,Xiaomi,Tablets,8100115016,4999000,3499000,30%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_mi_pad_6_black_1.jpg,https://eraspace.com/erafone/xiaomi-mi-pad-6-8-256gb-graphite-gray
Xiaomi Redmi 12 8/256GB - Midnight Black,Xiaomi,Smartphones,8100114585,1999000,1499000,25%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_12_black_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-12-8-256gb-midnight-black
Tecno Camon 20 Pro 8/256GB - Predawn Black,Tecno,Smartphones,8100113614,2799000,1999000,29%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_20_pro_black1.jpg,https://eraspace.com/erafone/tecno-camon-20-pro-8-256gb-predawn-black
Xiaomi Redmi Note 12 Pro 8/256GB - Glacier Blue,Xiaomi,Smartphones,8100103506,3799000,1599000,58%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_pro_glacier_blue_0_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-pro-8-256gb-glacier-blue
Xiaomi Redmi Note 12 Pro 6/128GB - Graphite Gray,Xiaomi,Smartphones,8100103505,3299000,1299000,61%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_pro_graphite_gray_0.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-pro-6-128gb-graphite-gray
Xiaomi Poco X5 5G 6/128GB - Black,Xiaomi,Smartphones,8100098606,2599000,1699000,35%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_poco_x5_5g_black.jpg,https://eraspace.com/erafone/xiaomi-poco-x5-5g-6-128gb-black
realme 10 Pro+ 8/128GB - Black,realme,Smartphones,8100095939,5999000,5999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_plus_black1.jpg,https://eraspace.com/erafone/realme-10-pro-plus-8-128gb-black
Tecno Pova 4 8/128GB - Blue,Tecno,Smartphones,8100077894,1999000,1999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_pova_4_blue_1.jpg,https://eraspace.com/erafone/tecno-pova-4-8-128gb-blue
OPPO A17k 3/64GB - Gold,OPPO,Smartphones,8100077337,1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a17k_3_64gb_gold_10.jpg,https://eraspace.com/erafone/oppo-a17k-3-64gb-gold
OPPO A17k 3/64GB - Blue,OPPO,Smartphones,8100077336,1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a17k_3_64gb_blue_10.jpg,https://eraspace.com/erafone/oppo-a17k-3-64gb-blue
Asus Zenfone 9 6/128GB - Blue,ASUS,Smartphones,8100089305,7999000,7999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/z/e/zenfone_9_blue1.jpg,https://eraspace.com/erafone/asus-zenfone-9-6-128gb-blue
Xiaomi Poco M5 4/64GB - Green,Xiaomi,Smartphones,8100077858,1299000,1299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_poco_m5_green_1.jpg,https://eraspace.com/erafone/xiaomi-poco-m5-4-64gb-green
Xiaomi 12 Lite 8/256GB - Black,Xiaomi,,8100060786,4999000,3999000,20%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_12_lite_8_256gb_black_7.jpg,https://eraspace.com/erafone/xiaomi-12-lite-8-256gb-black
Xiaomi Redmi Note 11 6/128GB - Graphite Gray,Xiaomi,Smartphones,8100048339,2699000,999000,63%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_11_graphite_gray_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-11-6-128gb-graphite-gray
OPPO A16 4/64GB - Silver,OPPO,Smartphones,8100030297,1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/o/hop-a16-sil1_1.jpg,https://eraspace.com/erafone/oppo-a16-4-64gb-silver
Asus Zenfone 11 Ultra 12/256GB - Misty Grey,ASUS,Smartphones,8100146719,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_zenfone_11_ultra_misty_grey_1.jpg,https://eraspace.com/erafone/asus-zenfone-11-ultra-12-256-gb-misty-grey
Xiaomi Redmi 13 8/256GB - Sandy Gold,Xiaomi,Smartphones,8100149553,1799000,799000,56%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13_gold_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-13-8-256gb-sandy-gold
OPPO A3 Pro 5G 8/256GB - Moonlight Purple,OPPO,Smartphones,8100150413,3999000,2499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3_pro_5g_ungu_rembulan_1.jpg,https://eraspace.com/erafone/oppo-a3-pro-5g-8-256gb-ungu-rembulan
OPPO Reno12 F 5G 12/256GB - Olive Green,OPPO,Smartphones,8100008614,4599000,2799000,39%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno12_f_5g_olive_green_1_1.jpg,https://eraspace.com/erafone/oppo-reno12-f-5g-12-256gb-olive-green
Infinix Note 40S 8/256GB - Black,Infinix,Smartphones,8100008088,2899000,2899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40s_black_1.jpg,https://eraspace.com/erafone/infinix-note-40s-8-256-gb-black
Tecno Pova 6 Pro 5G 12/256GB - Meteorite Grey,Tecno,Smartphones,8100008745,3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_pova_6_pro_5g_meteorite_grey_1.jpg,https://eraspace.com/erafone/tecno-pova-6-pro-5g-12-256gb-meteorite-grey
vivo V40 5G 12/256GB - Platinum Silver,vivo,Smartphones,8100021119,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_platinum_silver_1.jpg,https://eraspace.com/erafone/vivo-v40-5g-12-256-gb-platinum-silver
OPPO A3x 6/128GB - Ocean Blue,OPPO,Smartphones,8100019163,1999000,1799000,10%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3x_ocean_blue1_1_2.jpg,https://eraspace.com/erafone/oppo-a3x-6-128gb-ocean-blue
realme Note 60 6/128GB - Voyage Blue,realme,Smartphones,8100020200,1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_voyage_blue_1_1.jpg,https://eraspace.com/erafone/realme-note-60-6-128-gb-voyage-blue
Samsung Galaxy A06 4/64GB - Light Blue,Samsung,Smartphones,8100028522,1299000,999000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-4-64-light-blue
vivo V40 5G 12/512GB - Chrome Purple,vivo,Smartphones,8100008431,7999000,7999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_1_1.jpg,https://eraspace.com/erafone/vivo-v40-5g-12-512-gb-chrome-purple
Infinix XPAD WIFI 4/256GB - Grey,Infinix,Tablets,8100130891,2099000,2099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_grey_1.jpg,https://eraspace.com/erafone/infinix-xpad-wifi-4-256gb-grey
Samsung Galaxy A06 4/64GB - Black,Samsung,Smartphones,8100028524,1299000,999000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-4-64-black
Samsung Galaxy A06 4/128GB - Light Blue,Samsung,Smartphones,8100028525,1599000,1299000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-4-128-light-blue
vivo V40 Lite 4G 8/128GB - Purple,vivo,Smartphones,8100119477,3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_purple_1_2.jpg,https://eraspace.com/erafone/vivo-v40-lite-4g-8-128gb-purple-1
realme 13 Pro 12/256GB - Monet Purple,realme,Smartphones,8100020211,5999000,5999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_pro_monet_purple_1_1.jpg,https://eraspace.com/erafone/realme-13-pro-12-256gb-monet-purple-1
Xiaomi Redmi 14C 6/128GB - Starry Blue,Xiaomi,Smartphones,8100082550,1399000,1099000,21%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-14c-6-128gb-starry-blue
Infinix Smart 9 4/128GB - Neo Titanium,Infinix,Smartphones,8100023217,1249000,1249000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_neo_titanium_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-neo-titanium
Infinix Smart 9 4/128GB - Mint Green,Infinix,Smartphones,8100023219,1249000,1249000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_mint_green_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-mint-green
Infinix Smart 9 4/128GB - Metallic Black,Infinix,Smartphones,8100023215,1249000,1249000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_metallic_black_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-metallic-black
Samsung Galaxy A16 5G 8/256GB - Blue Black,Samsung,Smartphones,8100012572,3399000,2699000,21%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a16_5g_black_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a16-5g-8-256gb-blue-black
Samsung Galaxy A16 8/256GB - Light Green,Samsung,Smartphones,8100033649,3199000,2499000,22%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a16_lte_light_green_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a16-8-256gb-light-green
Infinix XPAD 4G 4/256GB - Grey,Infinix,Tablets,8100177505,2299000,2299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_grey_1_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-4-256gb-grey
Infinix Hot 50 Pro 8/256GB - Grey,Infinix,Smartphones,8100170961,2199000,2199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_titanium_grey_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-grey
OPPO A38 6/128GB - Glowing Gold,OPPO,Smartphones,8100139505,2099000,1499000,29%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_gold_1_1.jpg,https://eraspace.com/erafone/oppo-a38-6-128gb-glowing-gold
Samsung Galaxy A06 4/128GB - Light Green,Samsung,Smartphones,8100028526,1599000,1299000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_green_01_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-4-128gb-light-green
Samsung Galaxy A06 4/64GB - Light Green,Samsung,Smartphones,8100028523,1299000,999000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_green_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-4-64gb-light-green
Infinix XPAD 4G 8/256 Blue + Flip Cover,Infinix,Tablets,8100194774,2499000,2499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_4g_blue_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-blue-plus-flip-cover
Infinix Hot 50 6/256GB - Purple,Infinix,Smartphones,8100046170,1799000,1799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-purple
Xiaomi Redmi 13X 8/128GB - Silk Blue,Xiaomi,Smartphones,8100044143,1699000,999000,41%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13x_blue_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-13x-8-128gb-silk-blue
Xiaomi Redmi Note 13 Pro 5G 12/512GB - Green,Xiaomi,Smartphones,8100011686,4599000,2399000,48%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_pro_5g_green_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-pro-5g-12-512gb-green
Apple MacBook Air M4 15.3 inci (2025),Apple,Notebook,MBA-15-M4-25-ER-CON,21499000,19499000,9%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_15.3_inci_m4_2025_sky_blue_1_2.jpg,https://eraspace.com/erafone/apple-macbook-air-m4-153-inci-2025
Apple MacBook Pro M4 Max 14 inci (2024),Apple,Notebook,MBP-M4M-14-24-ER-CON,56499000,54499000,4%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m4_pro_or_max_chip_space_black_1_2.jpg,https://eraspace.com/erafone/apple-macbook-pro-m4-max-14-inci-2024
realme GT 7T 12/256GB - Black,realme,Smartphones,8100214558,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_7t_black_1.jpg,https://eraspace.com/erafone/realme-gt-7t-12-256gb-black
TECNO POVA 7 Ultra 5G,Tecno,Smartphones,TEC-PV7U-5G-ER-CON,4999000,4999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_pova_7_ultra_5g_black_1.jpg,https://eraspace.com/erafone/tecno-pova-7-ultra-5g
OPPO A5i,OPPO,Smartphones,OP-A5I-ER-CON,1399000,1399000,,5,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5i_starry_purple_01_1.jpg,https://eraspace.com/erafone/oppo-a5i
Infinix Note 40 Pro 4G,Infinix,Smartphones,INF-N40P-4G-ER-CON,3499000,3499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-green_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-4g
Infinix Note 40 Pro 5G,Infinix,Smartphones,INF-N40P-5G-ER-CON,3499000,3499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-plus-black_1_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-5g
Tecno Spark 40,Tecno,Smartphones,TEC-S40-ER-CON,1899000,1899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_40_black_1.webp,https://eraspace.com/erafone/tecno-spark-40
vivo V30e 5G 8/128GB - Green,vivo,Smartphones,8100146748,4699000,4699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v30e_5g_banyu_biru_1_1.jpg,https://eraspace.com/erafone/vivo-v30e-5g-8-128gb-green
realme C65 8/128GB - Starlight Purple,realme,Smartphones,8100146744,2199000,2199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme-c65-starlight-purple_1.jpg,https://eraspace.com/erafone/realme-c65-8-128gb-starlight-purple
Xiaomi 14 12/256GB - Jade Green,Xiaomi,Smartphones,8100142909,11999000,7799000,35%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_14_jade_green_1.jpg,https://eraspace.com/erafone/xiaomi-14-12-256-gb-jade-green
OPPO A79 5G 8/256GB - Dazzling Purple,OPPO,Smartphones,8100139807,3799000,3799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a79_5g_dazzling_purple_1.jpg,https://eraspace.com/erafone/oppo-a79-5g-8-256-gb-dazzling-purple
Xiaomi Redmi Note 13 Pro 5G 8/256GB - Midnight Black,Xiaomi,Smartphones,8100139943,3999000,2199000,45%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_pro_5g_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-pro-5g-8-256gb-midnight-black
Xiaomi Redmi Note 13 Pro 8/256GB - Forest Green,Xiaomi,Smartphones,8100139936,3499000,1999000,43%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_pro_greennew_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-pro-8-256gb-forest-green
OPPO A79 5G 8/256GB  - Mystery Black,OPPO,Smartphones,8100139806,3799000,3799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a79_5g_mystery_black_1.jpg,https://eraspace.com/erafone/oppo-a79-5g-8-256-gb-mystery-black
realme 12+ 5G 8/256GB - Navigator Beige,realme,Smartphones,8100140193,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_plus_5g_navigator_beige_1.jpg,https://eraspace.com/erafone/realme-12-plus-5g-8-256gb-navigator-beige
Infinix Hot 40i 8/256 - Starlit Black,Infinix,Smartphones,8100139970,1699000,1699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_starlit_black_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-starlit-black
OPPO Reno11 F 5G 8/256GB - Palm Green,OPPO,Smartphones,8100139957,4399000,4399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno11_f_5g_palm_green_1.jpg,https://eraspace.com/erafone/oppo-reno11-f-5g-8-256gb-palm-green
Sharp AQUOS R8s 8/256GB - Cream,Sharp,Smartphones,8100134989,12999000,12999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_r8s_cream_1.jpg,https://eraspace.com/erafone/sharp-aquos-r8s-8-256gb-cream
OPPO Find N3 Fold 16/512GB - Gold,OPPO,Smartphones,8100127773,19999000,14999000,25%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_n3_fold_gold_1.jpg,https://eraspace.com/erafone/oppo-find-n3-fold-16-512gb-gold
Xiaomi 13T 12/256GB - Meadow Green,Xiaomi,Smartphones,8100122709,6499000,6499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_13t_meadow_green_1.jpg,https://eraspace.com/erafone/xiaomi-13t-12-256gb-meadow-green
Asus Zenfone 10 16/512GB - Midnight Black,ASUS,Smartphones,8100117306,11999000,11999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_zenfone_10_-_midnight_black_1_1.jpg,https://eraspace.com/erafone/asus-zenfone-10-16-512gb-midnight-black
Xiaomi Redmi Pad SE 4/128GB - Mint Green,Xiaomi,Tablets,8100119242,1899000,1299000,32%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_se_mint_green_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-se-4-128gb-mint-green
OPPO A98 8/256GB 5G - Cool Black,OPPO,Smartphones,8100119772,4299000,4299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a98_5g_cool_black1.jpg,https://eraspace.com/erafone/oppo-a98-8-256gb-5g-cool-black
realme C51 4/64GB - Mint Green,realme,Smartphones,8100117272,1399000,1399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c51_mint_green_1.jpg,https://eraspace.com/erafone/realme-c51-4-64gb-mint-green
ZTE Redmagic 8S Pro 16/512GB - Transparent Black,ZTE,Smartphones,8100113744,14999000,7499000,50%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/z/t/zte_redmagic_8s_pro_transparent_black_1.jpg,https://eraspace.com/erafone/zte-redmagic-8s-pro-16-512gb-transparent-black
Tecno Camon 20 Premier  5G 8/512GB - Serenity Blue,Tecno,Smartphones,8100113617,5499000,3999000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_20_premier_5g_serenity_blue_1.jpg,https://eraspace.com/erafone/tecno-camon-20-premier-5g-8-512gb-serenity-blue
vivo Y36 8/256GB - Glitter Aqua,vivo,Smartphones,8100103568,2999000,2999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y36_glitter_aqua_1.jpg,https://eraspace.com/erafone/vivo-y36-8-256gb-glitter-aqua
Xiaomi Redmi Note 12 8/128GB - Onyx Gray,Xiaomi,Smartphones,8100102637,2499000,1199000,52%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_black_1_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-8-128gb-onyx-gray
Xiaomi Redmi Note 12 8/128GB - Mint Green,Xiaomi,Smartphones,8100102638,2499000,1199000,52%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_green_1_2.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-8-128gb-mint-green
Xiaomi Redmi Note 12 4/128GB - Onyx Gray,Xiaomi,Smartphones,8100102631,2099000,1099000,48%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-4-128gb-onyx-gray
Xiaomi Redmi 12C 4/64GB - Graphite Gray,Xiaomi,Smartphones,8100100011,1199000,799000,33%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_12c_graphite_gray_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-12c-4-64gb-graphite-gray
realme 10 8/256GB - White,realme,Smartphones,8100080702,3399000,3399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_white1_1.jpg,https://eraspace.com/erafone/realme-10-8-256gb-white
realme C33 4/64GB - Black,realme,Smartphones,8100077846,1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c33_night_sea_1_1.jpg,https://eraspace.com/erafone/realme-c33-4-64gb-black
Xiaomi 12 8/256GB - Gray,Xiaomi,Smartphones,8100049606,6999000,5999000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_12_gray_1.jpg,https://eraspace.com/erafone/xiaomi-12-8-256gb-gray
Xiaomi 12 8/256GB - Purple,Xiaomi,Smartphones,8100049605,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_12_purple_1.jpg,https://eraspace.com/erafone/xiaomi-12-8-256gb-purple
Huawei MatePad 11 6/128GB - Matte Grey,Huawei,Tablets,8100022359,6599000,1999000,70%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_11_matte_grey_1.jpg,https://eraspace.com/erafone/huawei-matepad-11-6-128gb-matte-grey
Xiaomi Redmi 13 8/128GB - Sandy Gold,Xiaomi,Smartphones,8100149550,1699000,1199000,29%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13_gold_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-13-8-128gb-sandy-gold
